,word,state
1427,in,B-PP
1428,President,B-NP
1429,Bush,I-NP
1430,'s,B-NP
1431,capital-gains,I-NP
1432,proposal,I-NP
1433,:,O
1434,It,B-NP
1435,does,B-VP
1436,n't,I-VP
1437,include,I-VP
1438,real-estate,B-NP
1439,gains,I-NP
1440,Nil,Nil
1441,.,O
1442,Nil,Nil
1443,Nil,Nil
1444,We,B-NP
1445,expect,B-VP
1446,a,B-NP
1447,choppy,I-NP
1448,and,I-NP
1449,sloppy,I-NP
1450,market,I-NP
1451,for,B-PP
1452,a,B-NP
1453,short,I-NP
1454,period,I-NP
1455,",",O
1456,but,O
1457,we,B-NP
1458,do,B-VP
1459,Nil,Nil
1460,n't,I-VP
1461,think,I-VP
1462,it,B-NP
1463,will,B-VP
1464,be,I-VP
1465,ugly,B-ADJP
1466,.,O
1467,Nil,Nil
1468,Sheldon,B-NP
1469,B.,I-NP
1470,Lubar,I-NP
1471,",",O
1472,chairman,B-NP
1473,of,B-PP
1474,Lubar,B-NP
1475,&,I-NP
1476,Co.,I-NP
1477,",",O
1478,and,O
1479,John,B-NP
1480,L.,I-NP
1481,Murray,I-NP
1482,",",O
1483,chairman,B-NP
1484,of,B-PP
1485,Universal,B-NP
1486,Foods,I-NP
1487,Corp.,I-NP
1488,Nil,Nil
1489,",",O
1490,were,B-VP
1491,elected,I-VP
1492,to,B-PP
1493,the,B-NP
1494,board,I-NP
1495,of,B-PP
1496,this,B-NP
1497,engine,I-NP
1498,maker,I-NP
1499,.,O
1500,Nil,Nil
1501,HLR,B-NP
1502,:,O
1503,Nil,Nil
1504,And,O
1505,the,B-NP
1506,respondents,I-NP
1507,',B-NP
1508,commitment,I-NP
1509,to,B-PP
1510,the,B-NP
1511,stock,I-NP
1512,market,I-NP
1513,Nil,Nil
1514,remains,B-VP
1515,somewhat,B-ADJP
1516,lighter,I-ADJP
1517,than,B-PP
1518,usual,B-ADJP
1519,.,O
1520,Nil,Nil
1521,Now,B-ADVP
1522,a,B-NP
1523,startling,I-NP
1524,new,I-NP
1525,approach,I-NP
1526,is,B-VP
1527,available,B-ADJP
1528,to,B-PP
1529,building,B-VP
1530,your,B-NP
1531,financial,I-NP
1532,portfolio,I-NP
1533,without,B-PP
1534,undue,B-NP
1535,risk,I-NP
1536,",",O
1537,without,B-PP
1538,extensive,B-NP
1539,Nil,Nil
1540,planning,I-NP
1541,and,B-PP
1542,without,B-PP
1543,hurting,B-VP
1544,your,B-NP
1545,life,I-NP
1546,style,I-NP
1547,one,B-NP
1548,bit,I-NP
1549,!,O
1550,Nil,Nil
1551,``,O
1552,Losses,B-NP
1553,from,B-PP
1554,the,B-NP
1555,earthquake,I-NP
1556,are,B-VP
1557,expected,I-VP
1558,to,I-VP
1559,be,I-VP
1560,of,B-PP
1561,similar,B-NP
1562,magnitude,I-NP
1563,to,B-PP
1564,those,B-NP
1565,of,B-PP
1566,Hurricane,B-NP
1567,Hugo,I-NP
1568,Nil,Nil
1569,",",O
1570,'',O
1571,according,B-PP
1572,to,B-PP
1573,Moody,B-NP
1574,'s,B-NP
1575,.,O
1576,Nil,Nil
1577,Frank,B-NP
1578,Carlucci,I-NP
1579,III,I-NP
1580,was,B-VP
1581,named,I-VP
1582,Nil,Nil
1583,to,B-PP
1584,this,B-NP
1585,telecommunications,I-NP
1586,company,I-NP
1587,'s,B-NP
1588,board,I-NP
1589,",",O
1590,filling,B-VP
1591,the,B-NP
1592,vacancy,I-NP
1593,created,B-VP
1594,by,B-PP
1595,the,B-NP
1596,death,I-NP
1597,of,B-PP
1598,William,B-NP
1599,Sobey,I-NP
1600,last,B-NP
1601,May,I-NP
1602,.,O
1603,Nil,Nil
1604,Most,B-NP
1605,Nil,Nil
1606,banking,I-NP
1607,issues,I-NP
1608,retreated,B-VP
1609,after,B-PP
1610,a,B-NP
1611,sector,I-NP
1612,downgrade,I-NP
1613,by,B-PP
1614,Warburg,B-NP
1615,Securities,I-NP
1616,",",O
1617,although,B-SBAR
1618,National,B-NP
1619,Westminister,I-NP
1620,showed,B-VP
1621,strength,B-NP
1622,on,B-PP
1623,positive,B-NP
1624,comments,I-NP
1625,from,B-PP
1626,brokerage,B-NP
1627,firms,I-NP
1628,about,B-PP
1629,its,B-NP
1630,long-term,I-NP
1631,prospects,I-NP
1632,.,O
1633,Nil,Nil
1634,Latest,B-NP
1635,approvals,I-NP
1636,:,O
1637,Bell,B-NP
1638,Atlantic,I-NP
1639,Nil,Nil
1640,'s,B-NP
1641,New,I-NP
1642,Jersey,I-NP
1643,Bell,I-NP
1644,and,O
1645,General,B-NP
1646,Dynamics,I-NP
1647,.,O
1648,Nil,Nil
1649,How,B-ADVP
1650,should,O
1651,a,B-NP
1652,reasonable,I-NP
1653,member,I-NP
1654,of,B-PP
1655,the,B-NP
1656,Federal,I-NP
1657,Reserve,I-NP
1658,Board,I-NP
1659,interpret,B-VP
1660,a,B-NP
1661,congressional,I-NP
1662,decision,I-NP
1663,to,B-VP
1664,put,I-VP
1665,the,B-NP
1666,secretary,I-NP
1667,on,B-PP
1668,the,B-NP
1669,board,I-NP
1670,?,O
1671,Nil,Nil
1672,Assistant,B-NP
1673,U.S.,I-NP
1674,Nil,Nil
1675,Attorney,I-NP
1676,Randy,I-NP
1677,Mastro,I-NP
1678,",",O
1679,who,B-NP
1680,headed,B-VP
1681,the,B-NP
1682,government,I-NP
1683,'s,B-NP
1684,racketeering,I-NP
1685,case,I-NP
1686,against,B-PP
1687,the,B-NP
1688,International,I-NP
1689,Brotherhood,I-NP
1690,of,B-PP
1691,Teamsters,B-NP
1692,",",O
1693,will,B-VP
1694,join,I-VP
1695,Gibson,B-NP
1696,",",I-NP
1697,Dunn,I-NP
1698,&,I-NP
1699,Crutcher,I-NP
1700,in,B-PP
1701,its,B-NP
1702,New,I-NP
1703,York,I-NP
1704,office,I-NP
1705,.,O
1706,Nil,Nil
1707,``,O
1708,Sell,B-VP
1709,stocks,B-NP
1710,that,B-NP
1711,are,B-VP
1712,n't,I-VP
1713,doing,I-VP
1714,well,B-ADVP
1715,now,B-ADVP
1716,",",O
1717,Nil,Nil
1718,and,O
1719,that,B-NP
1720,do,B-VP
1721,n't,I-VP
1722,have,I-VP
1723,good,B-NP
1724,earnings,I-NP
1725,prospects,I-NP
1726,",",O
1727,'',O
1728,says,B-VP
1729,Alfred,B-NP
1730,Goldman,I-NP
1731,",",O
1732,technical,B-NP
1733,analyst,I-NP
1734,at,B-PP
1735,St.,B-NP
1736,Louis-based,I-NP
1737,A.G.,I-NP
1738,Edwards,I-NP
1739,&,I-NP
1740,Sons,I-NP
1741,.,O
1742,Nil,Nil
1743,Leonard,B-NP
1744,Bickwit,I-NP
1745,",",O
1746,an,B-NP
1747,attorney,I-NP
1748,in,B-PP
1749,Washington,B-NP
1750,for,B-PP
1751,Nil,Nil
1752,Mr.,B-NP
1753,Keating,I-NP
1754,",",O
1755,declined,B-VP
1756,to,I-VP
1757,comment,I-VP
1758,on,B-PP
1759,the,B-NP
1760,hearings,I-NP
1761,",",O
1762,except,B-SBAR
1763,to,B-VP
1764,say,I-VP
1765,",",O
1766,``,O
1767,We,B-NP
1768,will,B-VP
1769,be,I-VP
1770,responding,I-VP
1771,Nil,Nil
1772,comprehensively,B-ADVP
1773,in,B-PP
1774,several,B-NP
1775,forums,I-NP
1776,to,B-PP
1777,each,B-NP
1778,of,B-PP
1779,these,B-NP
1780,allegations,I-NP
1781,at,B-PP
1782,the,B-NP
1783,appropriate,I-NP
1784,time,I-NP
1785,.,O
1786,'',O
1787,Nil,Nil
1788,The,B-NP
1789,directors,I-NP
1790,',B-NP
1791,action,I-NP
1792,",",O
1793,taken,B-VP
1794,Oct.,B-NP
1795,10,I-NP
1796,Nil,Nil
1797,but,O
1798,announced,B-VP
1799,Friday,B-NP
1800,",",O
1801,had,B-VP
1802,little,B-NP
1803,or,I-NP
1804,no,I-NP
1805,effect,I-NP
1806,on,B-PP
1807,Nil,Nil
1808,the,B-NP
1809,company,I-NP
1810,'s,B-NP
1811,stock,I-NP
1812,",",O
1813,which,B-NP
1814,Nil,Nil
1815,stagnated,B-VP
1816,at,B-PP
1817,$,B-NP
1818,4.75,I-NP
1819,in,B-PP
1820,light,B-NP
1821,over-the-counter,I-NP
1822,trading,I-NP
1823,.,O
1824,Nil,Nil
1825,Few,B-NP
1826,specialists,I-NP
1827,said,B-VP
1828,they,B-NP
1829,expect,B-VP
1830,Nil,Nil
1831,the,B-NP
1832,quake,I-NP
1833,to,B-VP
1834,have,I-VP
1835,much,B-NP
1836,of,B-PP
1837,an,B-NP
1838,effect,I-NP
1839,on,B-PP
1840,most,B-NP
1841,California,I-NP
1842,property,I-NP
1843,values,I-NP
1844,.,O
1845,Nil,Nil
1846,Food,B-NP
1847,prices,I-NP
1848,rose,B-VP
1849,0.2,B-NP
1850,%,I-NP
1851,for,B-PP
1852,the,B-NP
1853,second,I-NP
1854,month,I-NP
1855,in,B-PP
1856,a,B-NP
1857,row,I-NP
1858,",",O
1859,far,B-ADVP
1860,slower,I-ADVP
1861,than,B-PP
1862,the,B-NP
1863,monthly,I-NP
1864,rises,I-NP
1865,earlier,B-ADVP
1866,in,B-PP
1867,the,B-NP
1868,Nil,Nil
1869,year,I-NP
1870,.,O
1871,Nil,Nil
1872,There,B-NP
1873,was,B-VP
1874,no,B-NP
1875,cost,I-NP
1876,estimate,I-NP
1877,Nil,Nil
1878,for,B-PP
1879,the,B-NP
1880,second,I-NP
1881,phase,I-NP
1882,.,O
1883,Nil,Nil
1884,Some,B-NP
1885,couples,I-NP
1886,continue,B-VP
1887,to,I-VP
1888,try,I-VP
1889,.,O
1890,Nil,Nil
1891,Stocks,B-NP
1892,of,B-PP
1893,major,B-NP
1894,toy,I-NP
1895,makers,I-NP
1896,Nil,Nil
1897,rallied,B-VP
1898,in,B-PP
1899,the,B-NP
1900,wake,I-NP
1901,of,B-PP
1902,strong,B-NP
1903,third-quarter,I-NP
1904,earnings,I-NP
1905,reports,I-NP
1906,.,O
1907,Nil,Nil
1908,Bay,B-NP
1909,Financial,I-NP
1910,",",O
1911,which,B-NP
1912,said,B-VP
1913,it,B-NP
1914,Nil,Nil
1915,may,B-VP
1916,be,I-VP
1917,forced,I-VP
1918,to,I-VP
1919,file,I-VP
1920,under,B-PP
1921,Chapter,B-NP
1922,11,I-NP
1923,if,B-SBAR
1924,it,B-NP
1925,ca,B-VP
1926,n't,I-VP
1927,reach,I-VP
1928,an,B-NP
1929,agreement,I-NP
1930,with,B-PP
1931,its,B-NP
1932,lenders,I-NP
1933,to,B-VP
1934,relieve,I-VP
1935,Nil,Nil
1936,its,B-NP
1937,debt,I-NP
1938,burden,I-NP
1939,",",O
1940,plunged,B-VP
1941,1,B-NP
1942,3\/8,I-NP
1943,to,B-PP
1944,2,B-NP
1945,1\/8,I-NP
1946,.,O
1947,Nil,Nil
1948,His,B-NP
1949,recommendation,I-NP
1950,was,B-VP
1951,rejected,I-VP
1952,by,B-PP
1953,the,B-NP
1954,government,I-NP
1955,.,O
1956,Nil,Nil
1957,``,O
1958,The,B-NP
1959,programs,I-NP
1960,have,B-VP
1961,arthritis,B-NP
1962,",",O
1963,'',O
1964,says,B-VP
1965,Rep.,B-NP
1966,Henry,I-NP
1967,Hyde,I-NP
1968,",",O
1969,Nil,Nil
1970,a,B-NP
1971,conservative,I-NP
1972,Republican,I-NP
1973,from,B-PP
1974,Illinois,B-NP
1975,.,O
1976,Nil,Nil
1977,You,B-NP
1978,'ll,B-VP
1979,see,I-VP
1980,carriers,B-NP
1981,try,B-VP
1982,to,I-VP
1983,recoup,I-VP
1984,some,B-NP
1985,of,B-PP
1986,the,B-NP
1987,price,I-NP
1988,cutting,I-NP
1989,that,B-NP
1990,occurred,B-VP
1991,previously,B-ADVP
1992,.,O
1993,'',O
1994,Nil,Nil
1995,And,O
1996,they,B-NP
1997,have,B-VP
1998,bought,I-VP
1999,about,B-NP
2000,$,I-NP
2001,500,I-NP
2002,million,I-NP
2003,in,B-PP
2004,prepaid-tuition,B-NP
2005,plans,I-NP
2006,",",O
2007,Nil,Nil
2008,offered,B-VP
2009,in,B-PP
2010,Michigan,B-NP
2011,",",I-NP
2012,Florida,I-NP
2013,and,I-NP
2014,Wyoming,I-NP
2015,.,O
2016,Nil,Nil
2017,Meanwhile,B-ADVP
2018,Nil,Nil
2019,",",O
2020,Eurocom,B-NP
2021,",",O
2022,which,B-NP
2023,had,B-VP
2024,held,I-VP
2025,20,B-NP
2026,%,I-NP
2027,of,B-PP
2028,WCRS,B-NP
2029,'s,B-NP
2030,ad,I-NP
2031,unit,I-NP
2032,",",O
2033,will,B-VP
2034,pay,I-VP
2035,#,B-NP
2036,43.5,I-NP
2037,million,I-NP
2038,-LRB-,O
2039,$,B-NP
2040,68.5,I-NP
2041,million,I-NP
2042,-RRB-,O
2043,to,B-VP
2044,raise,I-VP
2045,its,B-NP
2046,stake,I-NP
2047,to,B-PP
2048,Nil,Nil
2049,60,B-NP
2050,%,I-NP
2051,.,O
2052,Nil,Nil
2053,The,B-NP
2054,Treasury,I-NP
2055,'s,B-NP
2056,benchmark,I-NP
2057,30-year,I-NP
2058,bond,I-NP
2059,fell,B-VP
2060,more,B-NP
2061,than,I-NP
2062,Nil,Nil
2063,1\/2,I-NP
2064,point,I-NP
2065,",",O
2066,or,O
2067,over,B-NP
2068,$,I-NP
2069,5,I-NP
2070,for,B-PP
2071,each,B-NP
2072,$,I-NP
2073,"1,000",I-NP
2074,face,I-NP
2075,amount,I-NP
2076,",",O
2077,while,B-SBAR
2078,the,B-NP
2079,yield,I-NP
2080,moved,B-VP
2081,above,B-PP
2082,Nil,Nil
2083,8,B-NP
2084,%,I-NP
2085,for,B-PP
2086,the,B-NP
2087,first,I-NP
2088,time,I-NP
2089,since,B-PP
2090,Thursday,B-NP
2091,.,O
2092,Nil,Nil
2093,Yet,O
2094,her,B-NP
2095,intensity,I-NP
2096,stops,B-VP
2097,and,I-VP
2098,starts,I-VP
2099,with,B-PP
2100,the,B-NP
2101,Nil,Nil
2102,music,I-NP
2103,.,O
2104,Nil,Nil
2105,The,B-NP
2106,results,I-NP
2107,compare,B-VP
2108,with,B-PP
2109,a,B-NP
2110,year-earlier,I-NP
2111,net,I-NP
2112,loss,I-NP
2113,of,B-PP
2114,$,B-NP
2115,1.5,I-NP
2116,Nil,Nil
2117,million,I-NP
2118,",",O
2119,or,O
2120,seven,B-NP
2121,cents,I-NP
2122,a,B-NP
2123,share,I-NP
2124,",",O
2125,based,B-PP
2126,on,B-PP
2127,20.3,B-NP
2128,million,I-NP
2129,common,I-NP
2130,and,I-NP
2131,dilutive,I-NP
2132,equivalents,I-NP
2133,outstanding,I-NP
2134,.,O
2135,Nil,Nil
2136,Revenue,B-NP
2137,dropped,B-VP
2138,1.6,B-NP
2139,%,I-NP
2140,to,B-PP
2141,$,B-NP
2142,1.21,I-NP
2143,billion,I-NP
2144,from,B-PP
2145,$,B-NP
2146,1.23,I-NP
2147,Nil,Nil
2148,billion,I-NP
2149,.,O
2150,Nil,Nil
2151,Charleston,B-NP
2152,is,B-VP
2153,historic,B-ADJP
2154,and,I-ADJP
2155,aristocratic,I-ADJP
2156,",",O
2157,as,O
2158,Nil,Nil
2159,your,B-NP
2160,reporter,I-NP
2161,said,B-VP
2162,",",O
2163,but,O
2164,not,O
2165,haughty,B-ADJP
2166,",",O
2167,as,B-SBAR
2168,he,B-NP
2169,suggested,B-VP
2170,.,O
2171,Nil,Nil
2172,This,B-NP
2173,magazine,I-NP
2174,and,I-NP
2175,book,I-NP
2176,publisher,I-NP
2177,said,B-VP
2178,three,B-NP
2179,men,I-NP
2180,were,B-VP
2181,elected,I-VP
2182,directors,B-NP
2183,",",O
2184,increasing,B-VP
2185,Nil,Nil
2186,the,B-NP
2187,board,I-NP
2188,to,B-PP
2189,10,B-NP
2190,.,O
2191,Nil,Nil
2192,Among,B-PP
2193,the,B-NP
2194,Guinness,I-NP
2195,disk,I-NP
2196,'s,B-NP
2197,wonders,I-NP
2198,:,O
2199,the,B-NP
2200,world,I-NP
2201,'s,B-NP
2202,loudest,I-NP
2203,recorded,I-NP
2204,belch,I-NP
2205,.,O
2206,Nil,Nil
2207,The,B-NP
2208,company,I-NP
2209,Nil,Nil
2210,",",O
2211,which,B-NP
2212,is,B-VP
2213,retaining,I-VP
2214,most,B-NP
2215,of,B-PP
2216,its,B-NP
2217,wine,I-NP
2218,and,O
2219,Nil,Nil
2220,all,B-NP
2221,of,B-PP
2222,its,B-NP
2223,soft-drink,I-NP
2224,interests,B-NP
2225,",",O
2226,did,B-VP
2227,n't,I-VP
2228,break,I-VP
2229,out,B-PRT
2230,results,B-NP
2231,for,B-PP
2232,the,B-NP
2233,businesses,I-NP
2234,it,B-NP
2235,plans,B-VP
2236,to,I-VP
2237,sell,I-VP
2238,.,O
2239,Nil,Nil
2240,Nil,Nil
2241,``,O
2242,The,B-NP
2243,press,I-NP
2244,has,B-VP
2245,been,I-VP
2246,doing,I-VP
2247,an,B-NP
2248,excellent,I-NP
2249,job,I-NP
2250,.,O
2251,Nil,Nil
2252,Two,B-NP
2253,rules,I-NP
2254,in,B-PP
2255,pending,B-NP
2256,congressional,I-NP
2257,legislation,I-NP
2258,threaten,B-VP
2259,to,I-VP
2260,hinder,I-VP
2261,leveraged,B-NP
2262,buy-outs,I-NP
2263,by,B-PP
2264,raising,B-VP
2265,the,B-NP
2266,price,I-NP
2267,tags,I-NP
2268,of,B-PP
2269,such,B-NP
2270,deals,I-NP
2271,Nil,Nil
2272,by,B-PP
2273,as,B-NP
2274,much,I-NP
2275,as,I-NP
2276,10,I-NP
2277,%,I-NP
2278,.,O
2279,Nil,Nil
2280,``,O
2281,We,B-NP
2282,hope,B-VP
2283,to,I-VP
2284,sensitize,I-VP
2285,employers,B-NP
2286,'',O
2287,to,B-VP
2288,recognize,I-VP
2289,the,B-NP
2290,problems,I-NP
2291,so,B-SBAR
2292,they,B-NP
2293,can,B-VP
2294,do,I-VP
2295,something,B-NP
2296,about,B-PP
2297,them,B-NP
2298,",",O
2299,Dr.,B-NP
2300,Warshaw,I-NP
2301,said,B-VP
2302,.,O
2303,Nil,Nil
2304,Nil,Nil
2305,A,B-NP
2306,year,I-NP
2307,earlier,B-ADVP
2308,sales,B-NP
2309,Nil,Nil
2310,totaled,B-VP
2311,7.567,B-NP
2312,billion,I-NP
2313,francs,I-NP
2314,.,O
2315,Nil,Nil
2316,``,O
2317,We,B-NP
2318,'re,B-VP
2319,encouraging,I-VP
2320,a,B-NP
2321,graceful,I-NP
2322,transition,I-NP
2323,",",O
2324,'',O
2325,says,B-VP
2326,Mary,B-NP
2327,Kay,I-NP
2328,Poppenberg,I-NP
2329,",",O
2330,the,B-NP
2331,organization,I-NP
2332,'s,B-NP
2333,Nil,Nil
2334,president,I-NP
2335,.,O
2336,Nil,Nil
2337,The,B-NP
2338,National,I-NP
2339,Taxpayers,I-NP
2340,Union,I-NP
2341,would,B-VP
2342,like,I-VP
2343,Congress,B-NP
2344,to,B-VP
2345,add,I-VP
2346,"800,000",B-NP
2347,acres,I-NP
2348,to,B-PP
2349,the,B-NP
2350,"453,000",I-NP
2351,Nil,Nil
2352,of,B-PP
2353,shoreline,B-NP
2354,in,B-PP
2355,the,B-NP
2356,system,I-NP
2357,by,B-PP
2358,enacting,B-VP
2359,``,O
2360,The,B-NP
2361,Coastal,I-NP
2362,Barrier,I-NP
2363,Improvement,I-NP
2364,Act,I-NP
2365,of,B-PP
2366,1989,B-NP
2367,.,O
2368,'',O
2369,Nil,Nil
2370,Digital,B-NP
2371,Nil,Nil
2372,'s,B-NP
2373,failure,I-NP
2374,to,B-VP
2375,deliver,I-VP
2376,a,B-NP
2377,true,I-NP
2378,mainframe-class,I-NP
2379,machine,I-NP
2380,before,B-PP
2381,now,B-NP
2382,may,B-VP
2383,have,I-VP
2384,cost,I-VP
2385,the,B-NP
2386,company,I-NP
2387,as,B-NP
2388,much,I-NP
2389,as,I-NP
2390,$,I-NP
2391,1,I-NP
2392,billion,I-NP
2393,in,B-PP
2394,revenue,B-NP
2395,in,B-PP
2396,fiscal,B-NP
2397,1989,I-NP
2398,",",O
2399,Mr.,B-NP
2400,Willman,I-NP
2401,says,B-VP
2402,.,O
2403,Nil,Nil
2404,It,B-NP
2405,is,B-VP
2406,n't,O
2407,.,O
2408,Nil,Nil
2409,Nil,Nil
2410,Detroit,B-NP
2411,Edison,I-NP
2412,",",O
2413,the,B-NP
2414,plan,I-NP
2415,pioneer,I-NP
2416,",",O
2417,generated,B-VP
2418,$,B-NP
2419,"54,000",I-NP
2420,in,B-PP
2421,matching,B-NP
2422,funds,I-NP
2423,this,B-NP
2424,year,I-NP
2425,",",O
2426,up,B-ADVP
2427,from,B-PP
2428,$,B-NP
2429,"39,000",I-NP
2430,in,B-PP
2431,1988,B-NP
2432,.,O
2433,Nil,Nil
2434,Along,B-PP
2435,with,B-PP
2436,the,B-NP
2437,car,I-NP
2438,",",O
2439,Wacoal,B-NP
2440,plans,B-VP
2441,to,I-VP
2442,Nil,Nil
2443,launch,I-VP
2444,a,B-NP
2445,series,I-NP
2446,of,B-PP
2447,Caspita-brand,B-NP
2448,men,I-NP
2449,'s,B-NP
2450,underwear,I-NP
2451,.,O
2452,Nil,Nil
2453,A,B-NP
2454,columnist,I-NP
2455,in,B-PP
2456,the,B-NP
2457,Atlanta,I-NP
2458,Journal,I-NP
2459,and,I-NP
2460,Constitution,I-NP
2461,wrote,B-VP
2462,:,O
2463,``,O
2464,Who,B-NP
2465,did,B-VP
2466,the,B-NP
2467,research,I-NP
2468,for,B-PP
2469,this,B-NP
2470,report,I-NP
2471,Nil,Nil
2472,?,O
2473,Nil,Nil
2474,Computer,B-NP
2475,Sciences,I-NP
2476,Corp.,I-NP
2477,",",O
2478,El,B-NP
2479,Segundo,I-NP
2480,",",O
2481,Calif.,B-NP
2482,",",O
2483,said,B-VP
2484,the,B-NP
2485,National,I-NP
2486,Aeronautics,I-NP
2487,and,I-NP
2488,Space,I-NP
2489,Administration,I-NP
2490,will,B-VP
2491,negotiate,I-VP
2492,details,B-NP
2493,of,B-PP
2494,a,B-NP
2495,contract,I-NP
2496,valued,B-VP
2497,at,B-PP
2498,about,B-NP
2499,$,I-NP
2500,170,I-NP
2501,million,I-NP
2502,to,B-VP
2503,provide,I-VP
2504,software,B-NP
2505,for,B-PP
2506,the,B-NP
2507,Ames,I-NP
2508,Research,I-NP
2509,Nil,Nil
2510,Center,I-NP
2511,.,O
2512,Nil,Nil
2513,He,B-NP
2514,was,B-VP
2515,a,B-NP
2516,``,I-NP
2517,socialist,I-NP
2518,warrior,I-NP
2519,'',O
2520,who,B-NP
2521,felt,B-VP
2522,rankled,I-VP
2523,Nil,Nil
2524,by,B-PP
2525,West,B-NP
2526,Germany,I-NP
2527,'s,B-NP
2528,enormous,I-NP
2529,postwar,I-NP
2530,prosperity,I-NP
2531,and,O
2532,the,B-NP
2533,Bonn,I-NP
2534,government,I-NP
2535,'s,B-NP
2536,steadfast,I-NP
2537,refusal,I-NP
2538,to,B-VP
2539,recognize,I-VP
2540,the,B-NP
2541,legitimacy,I-NP
2542,of,B-PP
2543,his,B-NP
2544,state,I-NP
2545,.,O
2546,Nil,Nil
2547,The,B-NP
2548,Senate,I-NP
2549,estimates,B-VP
2550,that,B-SBAR
2551,its,B-NP
2552,version,I-NP
2553,of,B-PP
2554,the,B-NP
2555,provision,I-NP
2556,Nil,Nil
2557,would,B-VP
2558,yield,I-VP
2559,$,B-NP
2560,17,I-NP
2561,million,I-NP
2562,the,B-NP
2563,first,I-NP
2564,year,I-NP
2565,and,O
2566,a,B-NP
2567,total,I-NP
2568,of,B-PP
2569,$,B-NP
2570,409,I-NP
2571,million,I-NP
2572,over,B-PP
2573,five,B-NP
2574,years,I-NP
2575,.,O
2576,Nil,Nil
2577,Trinova,B-NP
2578,third-quarter,I-NP
2579,loss,I-NP
2580,after,B-PP
2581,a,B-NP
2582,charge,I-NP
2583,for,B-PP
2584,a,B-NP
2585,planned,I-NP
2586,restructuring,I-NP
2587,",",O
2588,which,B-NP
2589,will,B-VP
2590,include,I-VP
2591,Nil,Nil
2592,the,B-NP
2593,closing,I-NP
2594,or,I-NP
2595,downsizing,I-NP
2596,of,B-PP
2597,about,B-NP
2598,25,I-NP
2599,%,I-NP
2600,of,B-PP
2601,its,B-NP
2602,plants,I-NP
2603,and,O
2604,a,B-NP
2605,work,I-NP
2606,force,I-NP
2607,cut,I-NP
2608,of,B-PP
2609,Nil,Nil
2610,about,B-NP
2611,"1,500",I-NP
2612,over,B-PP
2613,three,B-NP
2614,years,I-NP
2615,.,O
2616,Nil,Nil
2617,Dealers,B-NP
2618,said,B-VP
2619,it,B-NP
2620,was,B-VP
2621,hit,I-VP
2622,by,B-PP
2623,some,B-NP
2624,profit-taking,I-NP
2625,after,B-PP
2626,gains,B-NP
2627,since,B-PP
2628,mid-week,B-NP
2629,.,O
2630,Nil,Nil
2631,GM,B-NP
2632,said,B-VP
2633,the,B-NP
2634,assembly,I-NP
2635,plant,I-NP
2636,",",O
2637,which,B-NP
2638,builds,B-VP
2639,the,B-NP
2640,Chevrolet,I-NP
2641,Corsica,I-NP
2642,Nil,Nil
2643,and,I-NP
2644,Beretta,I-NP
2645,compact,I-NP
2646,cars,I-NP
2647,",",O
2648,originally,B-VP
2649,was,I-VP
2650,scheduled,I-VP
2651,to,I-VP
2652,reopen,I-VP
2653,Monday,B-NP
2654,but,O
2655,now,B-VP
2656,will,I-VP
2657,not,I-VP
2658,resume,I-VP
2659,production,B-NP
2660,until,B-PP
2661,Oct.,B-NP
2662,30,I-NP
2663,.,O
2664,Nil,Nil
2665,Nil,Nil
2666,The,B-NP
2667,lawsuit,I-NP
2668,states,B-VP
2669,that,B-SBAR
2670,unless,B-SBAR
2671,the,B-NP
2672,sanctions,I-NP
2673,are,B-VP
2674,halted,I-VP
2675,pending,B-PP
2676,an,B-NP
2677,appeal,I-NP
2678,",",O
2679,the,B-NP
2680,broker,I-NP
2681,and,O
2682,his,B-NP
2683,firm,I-NP
2684,``,O
2685,will,B-VP
2686,be,I-VP
2687,irreparably,I-VP
2688,injured,I-VP
2689,and,O
2690,Nil,Nil
2691,their,B-NP
2692,business,I-NP
2693,will,B-VP
2694,be,I-VP
2695,totally,I-VP
2696,and,I-VP
2697,permanently,I-VP
2698,destroyed,I-VP
2699,.,O
2700,'',O
2701,Nil,Nil
2702,Construction,B-NP
2703,of,B-PP
2704,the,B-NP
2705,34-floor,I-NP
2706,building,I-NP
2707,will,B-VP
2708,begin,I-VP
2709,next,B-NP
2710,May,I-NP
2711,and,O
2712,should,B-VP
2713,be,I-VP
2714,completed,I-VP
2715,in,B-PP
2716,April,B-NP
2717,1992,I-NP
2718,Nil,Nil
2719,.,O
2720,Nil,Nil
2721,Mr.,B-NP
2722,Batchelder,I-NP
2723,says,B-VP
2724,that,B-SBAR
2725,in,B-PP
2726,the,B-NP
2727,past,I-NP
2728,",",O
2729,banks,B-NP
2730,would,B-VP
2731,normally,I-VP
2732,have,I-VP
2733,loaned,I-VP
2734,Nil,Nil
2735,65,B-NP
2736,%,I-NP
2737,of,B-PP
2738,a,B-NP
2739,total,I-NP
2740,buy-out,I-NP
2741,price,I-NP
2742,",",O
2743,with,B-SBAR
2744,the,B-NP
2745,loans,I-NP
2746,secured,B-VP
2747,by,B-PP
2748,the,B-NP
2749,target,I-NP
2750,company,I-NP
2751,'s,B-NP
2752,assets,I-NP
2753,.,O
2754,Nil,Nil
2755,Nil,Nil
2756,They,B-NP
2757,point,B-VP
2758,at,B-PP
2759,the,B-NP
2760,numerous,I-NP
2761,developing-country,I-NP
2762,governments,I-NP
